1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	11
11	22
12	33
13	44
14	55
15	66
16	77
17	88
18	99
19	101
20	111
21	121
22	131
23	141
24	151
25	161
26	171
27	181
28	191
29	202
30	212
31	222
32	232
33	242
34	252
35	262
36	272
37	282
38	292
39	303
40	313
41	323
42	333
43	343
44	353
45	363
46	373
47	383
48	393
49	404
50	414
51	424
52	434
53	444
54	454
55	464
56	474
57	484
58	494
59	505
60	515
61	525
62	535
63	545
64	555
65	565
66	575
67	585
68	595
69	606
70	616
71	626
72	636
73	646
74	656
75	666
76	676
77	686
78	696
79	707
80	717
81	727
82	737
83	747
84	757
85	767
86	777
87	787
88	797
89	808
90	818
91	828
92	838
93	848
94	858
95	868
96	878
97	888
98	898
99	909
100	919
101	929
102	939
103	949
104	959
105	969
106	979
107	989
108	999
109	1001
110	1111
111	1221
112	1331
113	1441
114	1551
115	1661
116	1771
117	1881
118	1991
119	2002
120	2112
121	2222
122	2332
123	2442
124	2552
125	2662
126	2772
127	2882
128	2992
129	3003
130	3113
131	3223
132	3333
133	3443
134	3553
135	3663
136	3773
137	3883
138	3993
139	4004
140	4114
141	4224
142	4334
143	4444
144	4554
145	4664
146	4774
147	4884
148	4994
149	5005
150	5115
151	5225
152	5335
153	5445
154	5555
155	5665
156	5775
157	5885
158	5995
159	6006
160	6116
161	6226
162	6336
163	6446
164	6556
165	6666
166	6776
167	6886
168	6996
169	7007
170	7117
171	7227
172	7337
173	7447
174	7557
175	7667
176	7777
177	7887
178	7997
179	8008
180	8118
181	8228
182	8338
183	8448
184	8558
185	8668
186	8778
187	8888
188	8998
189	9009
190	9119
191	9229
192	9339
193	9449
194	9559
195	9669
196	9779
197	9889
198	9999
199	10001
200	10101
201	10201
202	10301
203	10401
204	10501
205	10601
206	10701
207	10801
208	10901
209	11011
210	11111
211	11211
212	11311
213	11411
214	11511
215	11611
216	11711
217	11811
218	11911
219	12021
220	12121
221	12221
222	12321
223	12421
224	12521
225	12621
226	12721
227	12821
228	12921
229	13031
230	13131
231	13231
232	13331
233	13431
234	13531
235	13631
236	13731
237	13831
238	13931
239	14041
240	14141
241	14241
242	14341
243	14441
244	14541
245	14641
246	14741
247	14841
248	14941
249	15051
250	15151
251	15251
252	15351
253	15451
254	15551
255	15651
256	15751
257	15851
258	15951
259	16061
260	16161
261	16261
262	16361
263	16461
264	16561
265	16661
266	16761
267	16861
268	16961
269	17071
270	17171
271	17271
272	17371
273	17471
274	17571
275	17671
276	17771
277	17871
278	17971
279	18081
280	18181
281	18281
282	18381
283	18481
284	18581
285	18681
286	18781
287	18881
288	18981
289	19091
290	19191
291	19291
292	19391
293	19491
294	19591
295	19691
296	19791
297	19891
298	19991
299	20002
300	20102
301	20202
302	20302
303	20402
304	20502
305	20602
306	20702
307	20802
308	20902
309	21012
310	21112
311	21212
312	21312
313	21412
314	21512
315	21612
316	21712
317	21812
318	21912
319	22022
320	22122
321	22222
322	22322
323	22422
324	22522
325	22622
326	22722
327	22822
328	22922
329	23032
330	23132
331	23232
332	23332
333	23432
334	23532
335	23632
336	23732
337	23832
338	23932
339	24042
340	24142
341	24242
342	24342
343	24442
344	24542
345	24642
346	24742
347	24842
348	24942
349	25052
350	25152
351	25252
352	25352
353	25452
354	25552
355	25652
356	25752
357	25852
358	25952
359	26062
360	26162
361	26262
362	26362
363	26462
364	26562
365	26662
366	26762
367	26862
368	26962
369	27072
370	27172
371	27272
372	27372
373	27472
374	27572
375	27672
376	27772
377	27872
378	27972
379	28082
380	28182
381	28282
382	28382
383	28482
384	28582
385	28682
386	28782
387	28882
388	28982
389	29092
390	29192
391	29292
392	29392
393	29492
394	29592
395	29692
396	29792
397	29892
398	29992
399	30003
400	30103
401	30203
402	30303
403	30403
404	30503
405	30603
406	30703
407	30803
408	30903
409	31013
410	31113
411	31213
412	31313
413	31413
414	31513
415	31613
416	31713
417	31813
418	31913
419	32023
420	32123
421	32223
422	32323
423	32423
424	32523
425	32623
426	32723
427	32823
428	32923
429	33033
430	33133
431	33233
432	33333
433	33433
434	33533
435	33633
436	33733
437	33833
438	33933
439	34043
440	34143
441	34243
442	34343
443	34443
444	34543
445	34643
446	34743
447	34843
448	34943
449	35053
450	35153
451	35253
452	35353
453	35453
454	35553
455	35653
456	35753
457	35853
458	35953
459	36063
460	36163
461	36263
462	36363
463	36463
464	36563
465	36663
466	36763
467	36863
468	36963
469	37073
470	37173
471	37273
472	37373
473	37473
474	37573
